bloomberg_ticker,numerai_exit_date,numerai_entry_date,hconm,hcik,map_start,map_end
BSTE US,2007-06-22,2003-02-21,BIOSITE INC,834306.0,2007-04-14,2010-04-09
BSTE US,2007-06-22,2003-02-21,BIOSITE INC,1487310.0,2010-04-10,2099-12-31
BSX US,2022-02-11,2003-01-31,BOSTON SCIENTIFIC CORP,885725.0,2007-04-14,2099-12-31
BSY US,2022-02-11,2021-07-30,BENTLEY SYSTEMS INC,1031308.0,2020-10-10,2099-12-31
BTAI US,2022-02-11,2020-03-27,BIOXCEL THERAPEUTICS,1720893.0,2018-04-14,2099-12-31
BTAI US,2022-02-11,2020-03-27,BIOXCEL THERAPEUTICS -REDH,1720893.0,2018-03-10,2018-04-13
BTH US,2011-02-25,2003-10-24,BLYTH INC,921503.0,2007-04-14,2099-12-31
BTH US,2011-02-25,2003-10-24,BLYTH INC,921503.0,2007-04-14,2099-12-31
BTN US,2010-11-19,2010-10-01,BALLANTYNE OF OMAHA INC,946454.0,2007-04-14,2009-06-12
BTN US,2010-11-19,2010-10-01,BALLANTYNE STRONG INC,946454.0,2009-06-13,2018-10-12
BTN US,2010-11-19,2010-10-01,BALLANTYNE STRONG INC,946454.0,2018-10-13,2099-12-31
BTRX US,2006-05-12,2005-06-10,BARRIER THERAPEUTICS INC,1173657.0,2007-04-14,2099-12-31
BTU US,2022-02-11,2017-12-22,PEABODY ENERGY CORP,1064728.0,2007-04-14,2099-12-31
BTU US,2022-02-11,2017-12-22,MAXTECH VENTURES INC,1829055.0,2020-12-12,2021-09-10
BTU US,2022-02-11,2017-12-22,ST ANTHONY GOLD CORP,1829055.0,2021-09-11,2099-12-31
BUCY US,2011-07-08,2005-01-07,BUCYRUS INTERNATIONAL INC,740761.0,2007-04-14,2099-12-31
BUD US,2008-11-14,2003-01-31,ANHEUSER-BUSCH COS INC,310569.0,2007-04-14,2099-12-31
BUD US,2008-11-14,2003-01-31,ANHEUSER-BUSCH INBEV,1140467.0,2009-07-11,2016-11-11
BUD US,2008-11-14,2003-01-31,ANHEUSER-BUSCH INBEV,1668717.0,2016-11-12,2099-12-31
BUF US,2007-09-14,2007-06-29,MINRAD INTL INC,1121225.0,2007-04-14,2099-12-31
BUFF US,2018-04-20,2016-06-17,BLUE BUFFALO PET PRODS-REDH,1609989.0,2015-07-11,2015-08-07
BUFF US,2018-04-20,2016-06-17,BLUE BUFFALO PET PRODUCTS,1609989.0,2015-08-08,2099-12-31
BURL US,2022-02-11,2014-06-27,BURLINGTON STORES INC,1579298.0,2013-10-13,2016-02-12
BURL US,2022-02-11,2014-06-27,BURLINGTON STORES INC-REDH,1579298.0,2013-09-17,2013-10-12
BURL US,2022-02-11,2014-06-27,BURLINGTON STORES INC,1579298.0,2016-02-13,2099-12-31
BUSE US,2022-02-11,2008-11-07,FIRST BUSEY CORP,314489.0,2008-06-14,2099-12-31
BUSE US,2022-02-11,2008-11-07,FIRST BUSEY CORP,314489.0,2008-06-14,2099-12-31
BUSE US,2022-02-11,2008-11-07,FIRST BUSEY CORP,314489.0,2007-04-14,2008-06-13
BUSE US,2022-02-11,2008-11-07,FIRST BUSEY CORP,314489.0,2007-04-14,2008-06-13
BV US,2022-02-11,2012-12-14,BAZAARVOICE INC,1330421.0,2012-03-10,2099-12-31
BV US,2022-02-11,2012-12-14,BAZAARVOICE INC-REDH,1330421.0,2011-10-08,2012-03-09
BV US,2022-02-11,2012-12-14,BAZAARVOICE INC-REDH,1330421.0,2011-09-10,2011-10-07
BV US,2022-02-11,2012-12-14,BRIGHTVIEW HOLDINGS,1734713.0,2018-08-11,2099-12-31
BV US,2022-02-11,2012-12-14,BRIGHTVIEW HOLDINGS -REDH,1734713.0,2018-07-14,2018-08-10
BVSN US,2004-06-18,2003-09-05,BROADVISION INC,920448.0,2007-04-14,2018-10-12
BVSN US,2004-06-18,2003-09-05,BROADVISION INC,920448.0,2007-04-14,2018-10-12
BVSN US,2004-06-18,2003-09-05,BROADVISION INC,920448.0,2018-10-13,2099-12-31
BVSN US,2004-06-18,2003-09-05,BROADVISION INC,920448.0,2018-10-13,2099-12-31
BW US,2022-02-11,2016-03-11,BABCOCK & WILCOX ENTERPRISES,1630805.0,2015-07-11,2099-12-31
BW US,2022-02-11,2016-03-11,BABCOCK & WILCOX ENTERPRISES,1630805.0,2015-07-11,2099-12-31
BWA US,2022-02-11,2003-01-31,BORGWARNER INC,908255.0,2007-04-14,2099-12-31
BWB US,2021-05-28,2019-01-04,BRIDGEWATER BANCSHARES,1341317.0,2018-04-14,2099-12-31
BWC US,2015-06-26,2003-01-31,BWX TECHNOLOGIES INC,1486957.0,2015-09-12,2099-12-31
BWC US,2015-06-26,2003-01-31,BABCOCK & WILCOX CO,1486957.0,2010-08-14,2015-07-10
BWC US,2015-06-26,2003-01-31,BWX TECHNOLOGIES INC,1486957.0,2015-07-11,2015-09-11
BWEN US,2011-07-29,2010-07-23,BROADWIND ENERGY INC,1120370.0,2008-03-08,2020-06-12
BWEN US,2011-07-29,2010-07-23,BROADWIND ENERGY INC,1120370.0,2008-03-08,2020-06-12
BWEN US,2011-07-29,2010-07-23,BROADWIND INC,1120370.0,2020-06-13,2099-12-31
BWEN US,2011-07-29,2010-07-23,BROADWIND INC,1120370.0,2020-06-13,2099-12-31
BWEN US,2011-07-29,2010-07-23,TOWER TECH HOLDINGS INC,1120370.0,2008-02-09,2008-03-07
BWEN US,2011-07-29,2010-07-23,TOWER TECH HOLDINGS INC,1120370.0,2008-02-09,2008-03-07
BWLD US,2018-02-02,2005-02-18,BUFFALO WILD WINGS INC,1062449.0,2007-04-14,2099-12-31
BWNG US,2006-12-29,2004-04-23,BROADWING CORP,1060490.0,2007-04-14,2099-12-31
BWXT US,2022-02-11,2015-07-03,BWX TECHNOLOGIES INC,1486957.0,2015-09-12,2099-12-31
BWXT US,2022-02-11,2015-07-03,BABCOCK & WILCOX CO,1486957.0,2010-08-14,2015-07-10
BWXT US,2022-02-11,2015-07-03,BWX TECHNOLOGIES INC,1486957.0,2015-07-11,2015-09-11
BX US,2022-02-11,2021-07-02,BLACKSTONE GROUP INC,1393818.0,2019-07-13,2099-12-31
BX US,2022-02-11,2021-07-02,BLACKSTONE GROUP LP,1393818.0,2007-07-14,2019-07-12
BX US,2022-02-11,2021-07-02,BLACKSTONE GROUP LP -REDH,1393818.0,2007-04-14,2007-07-13
BXC US,2022-02-11,2005-09-30,BLUELINX HOLDINGS INC,1301787.0,2007-04-14,2099-12-31
BXC US,2022-02-11,2005-09-30,BLUELINX HOLDINGS INC,1301787.0,2007-04-14,2099-12-31
BXG US,2019-09-06,2004-12-31,BLUEGREEN CORP,778946.0,2007-04-14,2017-12-08
BXG US,2019-09-06,2004-12-31,BLUEGREEN VACATNS CORP,778946.0,2018-04-14,2099-12-31
BXG US,2019-09-06,2004-12-31,BLUEGREEN VACATNS CORP -REDH,778946.0,2017-12-09,2018-04-13
BXG US,2019-09-06,2004-12-31,BLUEGREEN CORP,778946.0,2007-04-14,2017-12-08
BXG US,2019-09-06,2004-12-31,BLUEGREEN VACATNS CORP,778946.0,2018-04-14,2099-12-31
BXG US,2019-09-06,2004-12-31,BLUEGREEN VACATNS CORP -REDH,778946.0,2017-12-09,2018-04-13
BXLT US,2016-05-27,2016-03-04,BAXALTA INC,1620546.0,2015-07-11,2099-12-31
BXP US,2006-04-28,2003-01-31,BOSTON PROPERTIES INC,1037540.0,2007-04-14,2016-09-09
BXP US,2006-04-28,2003-01-31,BOSTON PROPERTIES INC,1037540.0,2016-09-10,2099-12-31
BXS US,2021-10-22,2003-01-31,BANCORPSOUTH BANK,701853.0,2018-01-13,2018-02-09
BXS US,2021-10-22,2003-01-31,BANCORPSOUTH BANK,701853.0,2018-01-13,2018-02-09
BXS US,2021-10-22,2003-01-31,BANCORPSOUTH BANK,1299939.0,2018-02-10,2021-11-12
BXS US,2021-10-22,2003-01-31,BANCORPSOUTH BANK,1299939.0,2018-02-10,2021-11-12
BXS US,2021-10-22,2003-01-31,BANCORPSOUTH INC,701853.0,2007-04-14,2018-01-12
BXS US,2021-10-22,2003-01-31,BANCORPSOUTH INC,701853.0,2007-04-14,2018-01-12
BXS US,2021-10-22,2003-01-31,CADENCE BANK,1299939.0,2021-11-13,2099-12-31
BXS US,2021-10-22,2003-01-31,CADENCE BANK,1299939.0,2021-11-13,2099-12-31
BY US,2022-02-11,2018-03-23,BYLINE BANCORP INC,1702750.0,2017-10-14,2099-12-31
BY US,2022-02-11,2018-03-23,BYLINE BANCORP INC- REDH,1702750.0,2017-07-09,2017-10-13
BYD US,2022-02-11,2003-06-20,BOYD GAMING CORP,906553.0,2007-04-14,2099-12-31
BYI US,2014-11-21,2003-01-31,BALLY TECHNOLOGIES INC,2491.0,2007-04-14,2099-12-31
BYND US,2022-02-11,2020-04-17,BEYOND MEAT INC,1655210.0,2019-05-11,2099-12-31
BYND US,2022-02-11,2020-04-17,BEYOND MEAT INC -REDH,1655210.0,2019-01-12,2019-05-10
BYSI US,2022-02-11,2020-06-19,BEYONDSPRING INC,1677940.0,2017-05-13,2099-12-31
BYSI US,2022-02-11,2020-06-19,BEYONDSPRING INC -REDH,1677940.0,2016-12-10,2017-05-12
BZ US,2013-10-25,2009-12-11,BOISE INC,1391390.0,2008-03-08,2099-12-31
BZH US,2022-02-11,2003-01-31,BEAZER HOMES USA INC,915840.0,2007-04-14,2099-12-31
BZH US,2022-02-11,2003-01-31,BEAZER HOMES USA INC,915840.0,2007-04-14,2099-12-31
C US,2022-02-11,2003-01-31,CITIGROUP INC,831001.0,2014-03-08,2099-12-31
C US,2022-02-11,2003-01-31,CITIGROUP INC,831001.0,2014-03-08,2099-12-31
C US,2022-02-11,2003-01-31,CITIGROUP INC,831001.0,2007-04-14,2014-03-07
C US,2022-02-11,2003-01-31,CITIGROUP INC,831001.0,2007-04-14,2014-03-07
CA US,2018-11-02,2003-01-31,CA INC,356028.0,2007-04-14,2099-12-31
CAA US,2018-02-09,2003-01-31,EASTERN LIGHT CAPITAL INC,1021422.0,2016-09-10,2099-12-31
CAA US,2018-02-09,2003-01-31,CAPITAL ALLIANCE INCM TRUST,1021422.0,2007-04-14,2008-09-12
CAA US,2018-02-09,2003-01-31,EASTERN LIGHT CAPITAL INC,1021422.0,2008-09-13,2016-09-09
CAA US,2018-02-09,2003-01-31,CALATLANTIC GROUP INC,878560.0,2015-10-10,2099-12-31
CAA US,2018-02-09,2003-01-31,STANDARD PACIFIC CORP,878560.0,2007-04-14,2015-10-09
CAB US,2017-09-22,2005-03-18,CABELAS INC,1267130.0,2007-04-14,2099-12-31
CABA US,2021-05-07,2021-01-15,CABALETTA BIO INC,1759138.0,2019-11-09,2099-12-31
CABO US,2022-02-11,2016-03-04,CABLE ONE INC,1632127.0,2015-07-11,2018-10-12
CABO US,2022-02-11,2016-03-04,CABLE ONE INC  -SPN,1632127.0,2015-05-10,2015-07-10
CABO US,2022-02-11,2016-03-04,CABLE ONE INC,1632127.0,2018-10-13,2099-12-31
CAC US,2022-02-11,2020-02-21,CAMDEN NATIONAL CORP,750686.0,2007-04-14,2099-12-31
CACB US,2017-05-19,2006-03-31,CASCADE BANCORP,865911.0,2007-04-14,2099-12-31
CACB US,2017-05-19,2006-03-31,CASCADE BANCORP,865911.0,2007-04-14,2099-12-31
CACC US,2022-02-11,2011-01-07,CREDIT ACCEPTANCE CORP,885550.0,2007-04-14,2099-12-31
CACH US,2008-09-19,2004-06-25,CACHE INC,350199.0,2007-04-14,2099-12-31
CACI US,2022-02-11,2007-02-02,CACI INTL INC  -CL A,16058.0,2021-03-13,2099-12-31
CACI US,2022-02-11,2007-02-02,CACI INTL INC  -CL A,16058.0,2007-04-14,2021-03-12
CACQ US,2015-02-06,2015-01-16,CAESARS ACQUISITION CO,1575879.0,2013-12-14,2099-12-31
CACQ US,2015-02-06,2015-01-16,CAESARS ACQUISITION CO -REDH,1575879.0,2013-08-10,2013-12-13
CACS US,2007-01-05,2004-08-27,CARRIER ACCESS CORP,1018074.0,2007-04-14,2099-12-31
CADE US,2022-02-11,2018-01-05,CADENCE BANCORPORATION,1614184.0,2017-05-13,2099-12-31
CADX US,2014-03-14,2007-07-20,CADENCE PHARMACEUTICALS INC,1333248.0,2007-04-14,2099-12-31
CAG US,2022-02-11,2003-01-31,CONAGRA BRANDS INC,23217.0,2016-11-12,2099-12-31
CAG US,2022-02-11,2003-01-31,CONAGRA FOODS INC,23217.0,2007-04-14,2016-11-11
CAH US,2022-02-11,2003-01-31,CARDINAL HEALTH INC,721371.0,2007-04-14,2099-12-31
CAI US,2021-11-19,2003-01-31,CACI INTL INC  -CL A,16058.0,2021-03-13,2099-12-31
CAI US,2021-11-19,2003-01-31,CACI INTL INC  -CL A,16058.0,2007-04-14,2021-03-12
CAI US,2021-11-19,2003-01-31,CAI INTERNATIONAL INC,1388430.0,2010-04-10,2099-12-31
CAI US,2021-11-19,2003-01-31,CAI INTERNATIONAL INC,1388430.0,2007-06-09,2010-04-09
CAI US,2021-11-19,2003-01-31,CAI INTERNATIONAL INC -REDH,1388430.0,2007-05-12,2007-06-08
CAKE US,2022-02-11,2003-01-31,CHEESECAKE FACTORY INC,887596.0,2007-04-14,2099-12-31
CAL US,2021-05-28,2020-03-06,BROWN SHOE CO INC,14707.0,2007-04-14,2015-06-12
CAL US,2021-05-28,2020-03-06,CALERES INC,14707.0,2015-06-13,2099-12-31
CALA US,2021-06-25,2015-07-03,CALITHERA BIOSCIENCES  -REDH,1496671.0,2014-09-13,2014-10-10
CALA US,2021-06-25,2015-07-03,CALITHERA BIOSCIENCES INC,1496671.0,2014-10-11,2099-12-31
CALD US,2018-03-30,2011-07-01,CALLIDUS SOFTWARE INC,1035748.0,2007-04-14,2099-12-31
CALM US,2022-02-11,2009-05-22,CAL-MAINE FOODS INC,16160.0,2007-04-14,2099-12-31
CALP US,2011-11-04,2006-02-17,CALIPER LIFE SCIENCES INC,1014672.0,2007-04-14,2099-12-31
CALX US,2022-02-11,2010-12-17,CALIX INC,1406666.0,2010-06-12,2099-12-31
CALX US,2022-02-11,2010-12-17,CALIX INC  -REDH,1406666.0,2010-04-10,2010-06-11
CALX US,2022-02-11,2010-12-17,CALIX NETWORKS INC  -REDH,1406666.0,2009-12-12,2010-04-09
CAM US,2016-03-25,2003-01-31,CAMERON INTERNATIONAL CORP,941548.0,2007-04-14,2099-12-31
CAMD US,2005-06-17,2004-06-25,CALIFORNIA MICRO DEVICES CP,800460.0,2007-04-14,2099-12-31
CAMP US,2022-02-11,2006-11-10,CALAMP CORP,730255.0,2011-12-10,2099-12-31
CAMP US,2022-02-11,2006-11-10,CALAMP CORP,730255.0,2007-04-14,2008-09-12
CAMP US,2022-02-11,2006-11-10,CALAMP CORP,730255.0,2008-09-13,2011-12-09
CANI US,2007-03-30,2007-01-05,CARREKER CORP,1057709.0,2007-04-14,2099-12-31
CAO US,2008-07-04,2003-01-31,CSK AUTO CORP,1051848.0,2007-04-14,2099-12-31
CAP US,2008-09-26,2008-07-18,CAI INTERNATIONAL INC,1388430.0,2010-04-10,2099-12-31
CAP US,2008-09-26,2008-07-18,CAI INTERNATIONAL INC,1388430.0,2007-06-09,2010-04-09
CAP US,2008-09-26,2008-07-18,CAI INTERNATIONAL INC -REDH,1388430.0,2007-05-12,2007-06-08
CAPA US,2008-09-19,2003-11-07,CAPTARIS INC,931784.0,2007-04-14,2099-12-31
CAR US,2022-02-11,2003-01-31,AVIS BUDGET GROUP INC,723612.0,2007-04-14,2099-12-31
CARA US,2022-02-11,2014-12-19,CARA THERAPEUTICS INC,1346830.0,2014-02-08,2019-08-09
CARA US,2022-02-11,2014-12-19,CARA THERAPEUTICS INC  -REDH,1346830.0,2013-12-14,2014-02-07
CARA US,2022-02-11,2014-12-19,CARA THERAPEUTICS INC,1346830.0,2019-08-10,2099-12-31
CARB US,2019-12-20,2013-08-09,CARBONITE INC,1340127.0,2011-09-10,2018-10-12
CARB US,2019-12-20,2013-08-09,CARBONITE INC  -REDH,1340127.0,2011-07-09,2011-09-09
CARB US,2019-12-20,2013-08-09,CARBONITE INC,1340127.0,2018-10-13,2099-12-31
CARE US,2020-02-28,2019-10-25,CARTER BANKSHARES INC,1829576.0,2020-12-12,2099-12-31
CARE US,2020-02-28,2019-10-25,CARTER BANKSHARES INC,1829576.0,2020-12-12,2099-12-31
CARG US,2022-02-11,2018-07-06,CARGURUS INC,1494259.0,2017-11-11,2018-10-12
CARG US,2022-02-11,2018-07-06,CARGURUS INC,1494259.0,2018-10-13,2099-12-31
CARO US,2020-05-01,2017-03-03,CAROLINA FINANCIAL CORP,870385.0,2014-07-12,2099-12-31
CARR US,2022-02-11,2020-12-11,CARRIER GLOBAL CORP,1783180.0,2020-04-11,2099-12-31
CARS US,2022-02-11,2003-07-18,CAPITAL AUTOMOTIVE REIT,1049316.0,2010-09-11,2099-12-31
CARS US,2022-02-11,2003-07-18,CAPITAL AUTOMOTIVE REIT,1049316.0,2007-04-14,2010-09-10
CARS US,2022-02-11,2003-07-18,CARS.COM INC,1683606.0,2017-06-10,2018-10-12
CARS US,2022-02-11,2003-07-18,CARS.COM INC,1683606.0,2018-10-13,2099-12-31
CAS US,2015-02-20,2007-10-12,CASTLE (A M) & CO,18172.0,2007-04-14,2017-08-11
CAS US,2015-02-20,2007-10-12,CASTLE (A M) & CO,18172.0,2017-08-12,2099-12-31
CASA US,2022-02-11,2018-09-07,CASA SYSTEMS INC,1333835.0,2018-03-10,2099-12-31
CASA US,2022-02-11,2018-09-07,CASA SYSTEMS INC -REDH,1333835.0,2018-01-13,2018-03-09
CASH US,2022-02-11,2015-03-20,META FINANCIAL GROUP INC,907471.0,2021-11-13,2099-12-31
CASH US,2022-02-11,2015-03-20,META FINANCIAL GROUP INC,907471.0,2007-04-14,2021-11-12
CAST US,2010-06-25,2009-07-03,CHINACAST EDUCATION CORP,1261888.0,2009-10-10,2099-12-31
CASY US,2022-02-11,2003-09-19,CASEYS GENERAL STORES INC,726958.0,2007-04-14,2099-12-31
CAT US,2022-02-11,2003-01-31,CATERPILLAR INC,18230.0,2007-04-14,2099-12-31
CATB US,2021-06-25,2020-07-03,ASTRIA THERAPEUTICS INC,1454789.0,2021-09-11,2099-12-31
CATB US,2021-06-25,2020-07-03,CATABASIS PHARMACEUTCL -REDH,1454789.0,2015-06-13,2015-07-10
CATB US,2021-06-25,2020-07-03,CATABASIS PHARMACEUTICALS,1454789.0,2015-07-11,2021-09-10
CATM US,2021-06-18,2009-12-04,CARDTRONICS INC,1277856.0,2007-12-08,2010-12-10
CATM US,2021-06-18,2009-12-04,CARDTRONICS INC,1277856.0,2007-12-08,2010-12-10
CATM US,2021-06-18,2009-12-04,CARDTRONICS INC-REDH,1277856.0,2007-04-14,2007-12-07
CATM US,2021-06-18,2009-12-04,CARDTRONICS INC-REDH,1277856.0,2007-04-14,2007-12-07
CATM US,2021-06-18,2009-12-04,CARDTRONICS INC,1277856.0,2010-12-11,2016-07-08
CATM US,2021-06-18,2009-12-04,CARDTRONICS INC,1277856.0,2010-12-11,2016-07-08
CATM US,2021-06-18,2009-12-04,CARDTRONICS PLC,1277856.0,2016-07-09,2016-08-12
CATM US,2021-06-18,2009-12-04,CARDTRONICS PLC,1277856.0,2016-07-09,2016-08-12
CATM US,2021-06-18,2009-12-04,CARDTRONICS PLC,1671013.0,2016-08-13,2099-12-31
CATM US,2021-06-18,2009-12-04,CARDTRONICS PLC,1671013.0,2016-08-13,2099-12-31
CATO US,2011-03-11,2003-08-15,CATO CORP  -CL A,18255.0,2007-04-14,2099-12-31
CATT US,2006-07-14,2005-01-28,CATAPULT COMMUNICATIONS CORP,1063085.0,2007-04-14,2099-12-31
CATY US,2022-02-11,2003-07-25,CATHAY GENERAL BANCORP,861842.0,2007-04-14,2099-12-31
CAVM US,2018-07-06,2011-07-01,CAVIUM INC,1175609.0,2011-07-09,2099-12-31
CAVM US,2018-07-06,2011-07-01,CAVIUM NETWORKS INC,1175609.0,2007-05-12,2011-07-08
CB US,2022-02-11,2003-01-31,CHUBB CORP,20171.0,2007-04-14,2099-12-31
CB US,2022-02-11,2003-01-31,ACE LTD,896159.0,2007-04-14,2016-02-12
CB US,2022-02-11,2003-01-31,CHUBB LTD,896159.0,2016-02-13,2099-12-31
CBAK US,2007-03-16,2006-09-22,CBAK ENERGY TECHNOLOGY INC,1117171.0,2019-10-12,2099-12-31
CBAK US,2007-03-16,2006-09-22,CBAK ENERGY TECHNOLOGY INC,1117171.0,2019-10-12,2099-12-31
CBAK US,2007-03-16,2006-09-22,CBAK ENERGY TECHNOLOGY INC,1117171.0,2019-10-12,2099-12-31
CBAK US,2007-03-16,2006-09-22,CHINA BAK BATTERY INC,1117171.0,2007-04-14,2014-02-07
CBAK US,2007-03-16,2006-09-22,CHINA BAK BATTERY INC,1117171.0,2007-04-14,2014-02-07
CBAK US,2007-03-16,2006-09-22,CHINA BAK BATTERY INC,1117171.0,2007-04-14,2014-02-07
CBAK US,2007-03-16,2006-09-22,CBAK ENERGY TECHNOLOGY INC,1117171.0,2017-02-11,2019-10-11
CBAK US,2007-03-16,2006-09-22,CBAK ENERGY TECHNOLOGY INC,1117171.0,2017-02-11,2019-10-11
CBAK US,2007-03-16,2006-09-22,CBAK ENERGY TECHNOLOGY INC,1117171.0,2017-02-11,2019-10-11
CBAK US,2007-03-16,2006-09-22,CHINA BAK BATTERY INC,1117171.0,2014-02-08,2017-02-10
CBAK US,2007-03-16,2006-09-22,CHINA BAK BATTERY INC,1117171.0,2014-02-08,2017-02-10
CBAK US,2007-03-16,2006-09-22,CHINA BAK BATTERY INC,1117171.0,2014-02-08,2017-02-10
CBAY US,2022-02-11,2018-06-29,CYMABAY THERAPEUTICS INC,1042074.0,2014-02-08,2099-12-31
CBB US,2020-08-07,2003-01-31,CINCINNATI BELL INC,716133.0,2007-04-14,2099-12-31
CBB US,2020-08-07,2003-01-31,CINCINNATI BELL INC,716133.0,2007-04-14,2099-12-31
CBC US,2008-10-17,2006-02-03,CAPITOL BANCORP LTD,840264.0,2007-04-14,2099-12-31
CBE US,2012-11-23,2010-07-02,COOPER INDUSTRIES LTD,1141982.0,2007-04-14,2009-09-11
CBE US,2012-11-23,2010-07-02,COOPER INDUSTRIES PLC,1141982.0,2009-09-12,2099-12-31
CBEY US,2014-07-11,2006-08-18,CBEYOND INC,1205727.0,2007-04-14,2099-12-31
CBF US,2017-11-24,2013-06-14,CAPITAL BANK FINANCIAL CORP,1479750.0,2012-10-13,2099-12-31
CBF US,2017-11-24,2013-06-14,NORTH AMER FINL HLDGS-REDH,1479750.0,2011-07-09,2012-10-12
CBH US,2008-03-28,2003-01-31,COMMERCE BANCORP INC/NJ,715096.0,2007-04-14,2099-12-31
CBHI US,2006-09-29,2006-06-23,CENTENNIAL BANK HLDGS INC/DE,1324410.0,2007-04-14,2008-06-13
CBHI US,2006-09-29,2006-06-23,GUARANTY BANCORP,1324410.0,2008-06-14,2099-12-31
CBI US,2018-05-04,2010-07-02,CHICAGO BRIDGE & IRON CO,1027884.0,2007-04-14,2099-12-31
CBIO US,2020-11-06,2018-06-29,CATALYST BIOSCIENCES INC,1124105.0,2015-09-12,2099-12-31
CBK US,2015-04-10,2003-01-31,CHRISTOPHER & BANKS CORP,883943.0,2007-04-14,2099-12-31
CBL US,2006-04-28,2003-01-31,CBL & ASSOCIATES PPTYS INC,910612.0,2007-04-14,2016-09-09
CBL US,2006-04-28,2003-01-31,CBL & ASSOCIATES PPTYS INC,910612.0,2016-09-10,2099-12-31
CBLK US,2019-10-04,2019-01-25,CARBON BLACK INC,1366527.0,2018-06-09,2099-12-31
CBLK US,2019-10-04,2019-01-25,CARBON BLACK INC-REDH,1366527.0,2018-05-12,2018-06-08
CBM US,2019-11-29,2003-01-31,CAMBREX CORP,820081.0,2007-04-14,2099-12-31
CBMD US,2005-11-04,2005-07-29,COLUMBIA BANCORP,834105.0,2007-04-14,2099-12-31
CBNK US,2021-08-27,2021-06-04,CAPITAL BANCORP INC,1419536.0,2018-10-13,2099-12-31
CBOE US,2022-02-11,2011-03-11,CBOE HOLDINGS INC,1374310.0,2010-07-10,2016-09-09
CBOE US,2022-02-11,2011-03-11,CBOE HOLDINGS INC-REDH,1374310.0,2010-04-10,2010-07-09
CBOE US,2022-02-11,2011-03-11,CBOE GLOBAL MARKETS INC,1374310.0,2017-11-11,2099-12-31
CBOE US,2022-02-11,2011-03-11,CBOE HOLDINGS INC,1374310.0,2016-09-10,2017-11-10
CBON US,2008-04-25,2006-09-29,COMMUNITY BANCORP/NV,1304366.0,2007-04-14,2099-12-31
CBOU US,2013-01-18,2009-07-03,CARIBOU COFFEE CO,1332602.0,2007-04-14,2099-12-31
CBPX US,2020-01-31,2014-10-31,CONTINENTAL BLDG PROD  -REDH,1592480.0,2014-01-11,2014-03-07
CBPX US,2020-01-31,2014-10-31,CONTINENTAL BUILDING PRODS,1592480.0,2014-03-08,2099-12-31
CBR US,2014-05-09,2003-06-27,CIBER INC,918581.0,2007-04-14,2018-01-12
CBR US,2014-05-09,2003-06-27,CMTSU LIQUIDATION INC,918581.0,2018-01-13,2099-12-31
CBRE US,2022-02-11,2011-11-04,CB RICHARD ELLIS GROUP INC,1138118.0,2007-04-14,2008-09-12
CBRE US,2022-02-11,2011-11-04,CB RICHARD ELLIS GROUP INC,1138118.0,2008-09-13,2011-10-07
CBRE US,2022-02-11,2011-11-04,CBRE GROUP INC,1138118.0,2011-10-08,2016-09-09
CBRE US,2022-02-11,2011-11-04,CBRE GROUP INC,1138118.0,2016-09-10,2099-12-31
CBRL US,2022-02-11,2003-01-31,CBRL GROUP INC,1067294.0,2007-04-14,2008-12-12
CBRL US,2022-02-11,2003-01-31,CBRL GROUP INC,1067294.0,2007-04-14,2008-12-12
CBRL US,2022-02-11,2003-01-31,CRACKER BARREL OLD CTRY STOR,1067294.0,2008-12-13,2099-12-31
CBRL US,2022-02-11,2003-01-31,CRACKER BARREL OLD CTRY STOR,1067294.0,2008-12-13,2099-12-31
CBRX US,2004-05-14,2004-03-05,COLUMBIA LABORATORIES INC,821995.0,2007-04-14,2015-05-09
CBRX US,2004-05-14,2004-03-05,COLUMBIA LABORATORIES INC,821995.0,2007-04-14,2015-05-09
CBRX US,2004-05-14,2004-03-05,JUNIPER PHARMACEUTICALS INC,821995.0,2015-05-10,2099-12-31
CBRX US,2004-05-14,2004-03-05,JUNIPER PHARMACEUTICALS INC,821995.0,2015-05-10,2099-12-31
CBSH US,2022-02-11,2003-01-31,COMMERCE BANCSHARES INC,22356.0,2007-04-14,2099-12-31
CBST US,2015-01-16,2003-01-31,CUBIST PHARMACEUTICALS INC,912183.0,2007-04-14,2099-12-31
CBT US,2022-02-11,2003-01-31,CABOT CORP,16040.0,2012-09-08,2099-12-31
CBT US,2022-02-11,2003-01-31,CABOT CORP,16040.0,2007-04-14,2012-09-07
CBTX US,2022-02-11,2018-08-03,CBTX INC,1473844.0,2017-12-09,2099-12-31
CBTX US,2022-02-11,2018-08-03,CBTX INC -REDH,1473844.0,2017-11-11,2017-12-08
CBU US,2022-02-11,2003-08-15,COMMUNITY BANK SYSTEM INC,723188.0,2007-04-14,2099-12-31
CBZ US,2022-02-11,2003-04-25,CBIZ INC,944148.0,2007-04-14,2008-09-12
CBZ US,2022-02-11,2003-04-25,CBIZ INC,944148.0,2008-09-13,2099-12-31
CBZ US,2022-02-11,2003-04-25,COBALT CORP,1062780.0,2007-04-14,2099-12-31
CC US,2022-02-11,2003-01-31,CIRCUIT CITY STORES INC,104599.0,2007-04-14,2099-12-31
CC US,2022-02-11,2003-01-31,CHEMOURS CO,1627223.0,2016-02-13,2099-12-31
